Open time,Open,High,Low,Close,Volume
1740988800000,2.68960000,2.69600000,2.57380000,2.59320000,34274230.00000000
1740992400000,2.59320000,2.60430000,2.52590000,2.57410000,35111252.00000000
1740996000000,2.57400000,2.67010000,2.57000000,2.66420000,36133126.00000000
1740999600000,2.66420000,2.66990000,2.62580000,2.63370000,18781851.00000000
1741003200000,2.63370000,2.68750000,2.62910000,2.66580000,23804701.00000000
1741006800000,2.66580000,2.71590000,2.65550000,2.69340000,23019963.00000000
1741010400000,2.69330000,2.70670000,2.55500000,2.56330000,53990273.00000000
1741014000000,2.56340000,2.64390000,2.55890000,2.59810000,37229323.00000000
1741017600000,2.59820000,2.62590000,2.57750000,2.60860000,15005080.00000000
1741021200000,2.60850000,2.63700000,2.58420000,2.59800000,13100203.00000000
1741024800000,2.59800000,2.60160000,2.44370000,2.47370000,73314169.00000000
1741028400000,2.47370000,2.49870000,2.34150000,2.34900000,87271275.00000000
1741032000000,2.34900000,2.41890000,2.34610000,2.41070000,45521936.00000000
1741035600000,2.41080000,2.42320000,2.29760000,2.32060000,30871180.00000000
1741039200000,2.32060000,2.42000000,2.31880000,2.40670000,24282577.00000000
1741042800000,2.40670000,2.42170000,2.38090000,2.38730000,13016472.00000000
1741046400000,2.38730000,2.42250000,2.35850000,2.36150000,16321646.00000000
1741050000000,2.36150000,2.37090000,2.24510000,2.28270000,48518915.00000000
1741053600000,2.28280000,2.31130000,2.21230000,2.29040000,33648846.00000000
1741057200000,2.29040000,2.32770000,2.27410000,2.29830000,16539701.00000000
1741060800000,2.29840000,2.31760000,2.28790000,2.29250000,9754693.00000000
1741064400000,2.29260000,2.37700000,2.28800000,2.35910000,26406213.00000000
1741068000000,2.35920000,2.37000000,2.31300000,2.32310000,15026448.00000000
1741071600000,2.32320000,2.33880000,2.30630000,2.32070000,10216110.00000000
1741075200000,2.32070000,2.37370000,2.30180000,2.36110000,15796313.00000000
1741078800000,2.36110000,2.38410000,2.33730000,2.35560000,11491869.00000000
1741082400000,2.35560000,2.40810000,2.34220000,2.39260000,15339968.00000000
1741086000000,2.39270000,2.41370000,2.35720000,2.35970000,19041582.00000000
1741089600000,2.35960000,2.36590000,2.33410000,2.35040000,14794614.00000000
1741093200000,2.35030000,2.35030000,2.29210000,2.29950000,23895792.00000000
1741096800000,2.29960000,2.52620000,2.28870000,2.36630000,81224882.00000000
1741100400000,2.36630000,2.41430000,2.30870000,2.40350000,40902431.00000000
1741104000000,2.40350000,2.41040000,2.31200000,2.39220000,32610725.00000000
1741107600000,2.39210000,2.49500000,2.37550000,2.44700000,39913728.00000000
1741111200000,2.44700000,2.49540000,2.42830000,2.49390000,19144591.00000000
1741114800000,2.49380000,2.52000000,2.47230000,2.49430000,26697340.00000000
1741118400000,2.49430000,2.50620000,2.43450000,2.43830000,18269710.00000000
1741122000000,2.43830000,2.53880000,2.42730000,2.47370000,20500697.00000000
1741125600000,2.47370000,2.48940000,2.44790000,2.44970000,8323255.00000000
1741129200000,2.44960000,2.47060000,2.44890000,2.45430000,5535024.00000000
1741132800000,2.45420000,2.47430000,2.43480000,2.44510000,8951955.00000000
1741136400000,2.44500000,2.49600000,2.43350000,2.49590000,7802827.00000000
1741140000000,2.49600000,2.54090000,2.47900000,2.50760000,15151105.00000000
1741143600000,2.50760000,2.52380000,2.43740000,2.43910000,11488827.00000000
1741147200000,2.43910000,2.45960000,2.42870000,2.45220000,18325981.00000000
1741150800000,2.45210000,2.45710000,2.43040000,2.43200000,5856128.00000000
1741154400000,2.43200000,2.44810000,2.40800000,2.44280000,11518096.00000000
1741158000000,2.44290000,2.45500000,2.43160000,2.44730000,5950868.00000000
1741161600000,2.44720000,2.49590000,2.44500000,2.48370000,10734429.00000000
1741165200000,2.48380000,2.51480000,2.47710000,2.49080000,11621920.00000000
1741168800000,2.49070000,2.53990000,2.48670000,2.51250000,16860581.00000000
1741172400000,2.51250000,2.51500000,2.46740000,2.47910000,10283845.00000000
1741176000000,2.47920000,2.50790000,2.46680000,2.48640000,11949427.00000000
1741179600000,2.48640000,2.49810000,2.44620000,2.46830000,20258802.00000000
1741183200000,2.46820000,2.49650000,2.44820000,2.45320000,14106908.00000000
1741186800000,2.45320000,2.49000000,2.41880000,2.44810000,20093223.00000000
1741190400000,2.44810000,2.48070000,2.42590000,2.46690000,10190985.00000000
1741194000000,2.46690000,2.50640000,2.46230000,2.48900000,10385791.00000000
1741197600000,2.48900000,2.50600000,2.46810000,2.50220000,6068258.00000000
1741201200000,2.50220000,2.51730000,2.49350000,2.49660000,8049737.00000000
1741204800000,2.49660000,2.51320000,2.48870000,2.50360000,5145595.00000000
1741208400000,2.50360000,2.51260000,2.48830000,2.49980000,4316764.00000000
1741212000000,2.49980000,2.51240000,2.49360000,2.50930000,4086795.00000000
1741215600000,2.50930000,2.51500000,2.49600000,2.49980000,5707120.00000000
1741219200000,2.49980000,2.51030000,2.47070000,2.47490000,7658293.00000000
1741222800000,2.47480000,2.54840000,2.47400000,2.51490000,11579337.00000000
1741226400000,2.51480000,2.52860000,2.50010000,2.52310000,8206054.00000000
1741230000000,2.52310000,2.53110000,2.50880000,2.51330000,6420648.00000000
1741233600000,2.51330000,2.53630000,2.50570000,2.53060000,7462034.00000000
1741237200000,2.53060000,2.55490000,2.51730000,2.52500000,10710501.00000000
1741240800000,2.52510000,2.52680000,2.50130000,2.50210000,8010237.00000000
1741244400000,2.50220000,2.51750000,2.50070000,2.51230000,5459786.00000000
1741248000000,2.51230000,2.59300000,2.51030000,2.56540000,20771011.00000000
1741251600000,2.56540000,2.59180000,2.53590000,2.57370000,15150124.00000000
1741255200000,2.57380000,2.64610000,2.56880000,2.63130000,22160273.00000000
1741258800000,2.63140000,2.64060000,2.60630000,2.61100000,9566646.00000000
1741262400000,2.61110000,2.61740000,2.56680000,2.57910000,17205893.00000000
1741266000000,2.57920000,2.62590000,2.57260000,2.59120000,14079408.00000000
1741269600000,2.59130000,2.61520000,2.54640000,2.58200000,20711458.00000000
1741273200000,2.58200000,2.64000000,2.57700000,2.62220000,18508636.00000000
1741276800000,2.62220000,2.63920000,2.56920000,2.57500000,18120300.00000000
1741280400000,2.57490000,2.58230000,2.52650000,2.55030000,21027627.00000000
1741284000000,2.55030000,2.58330000,2.54950000,2.56740000,10423843.00000000
1741287600000,2.56730000,2.61130000,2.55000000,2.58420000,8683359.00000000
1741291200000,2.58430000,2.61170000,2.57850000,2.59760000,6946525.00000000
1741294800000,2.59820000,2.62160000,2.59310000,2.60500000,8143347.00000000
1741298400000,2.60500000,2.62620000,2.57500000,2.59400000,10495123.00000000
1741302000000,2.59410000,2.61420000,2.57950000,2.60010000,5994535.00000000
1741305600000,2.60000000,2.62170000,2.37370000,2.40860000,82702006.00000000
1741309200000,2.40870000,2.50410000,2.39050000,2.48570000,40140748.00000000
1741312800000,2.48560000,2.52530000,2.45750000,2.48440000,14774368.00000000
1741316400000,2.48450000,2.50060000,2.46820000,2.47040000,10000324.00000000
1741320000000,2.47040000,2.49740000,2.46700000,2.48360000,7507521.00000000
1741323600000,2.48360000,2.51860000,2.48140000,2.50540000,8787352.00000000
1741327200000,2.50550000,2.50620000,2.48250000,2.48720000,7678820.00000000
1741330800000,2.48710000,2.50980000,2.48190000,2.50620000,7539425.00000000
1741334400000,2.50620000,2.51560000,2.49290000,2.51500000,6119825.00000000
1741338000000,2.51500000,2.56990000,2.51270000,2.53990000,12940146.00000000
1741341600000,2.54000000,2.55150000,2.53170000,2.54110000,6643903.00000000
1741345200000,2.54110000,2.55550000,2.52000000,2.53020000,8985509.00000000
1741348800000,2.53030000,2.54190000,2.49690000,2.51060000,10958926.00000000
1741352400000,2.51070000,2.55700000,2.50550000,2.51300000,17985112.00000000
1741356000000,2.51300000,2.55650000,2.49020000,2.53290000,17064966.00000000
1741359600000,2.53290000,2.55500000,2.48320000,2.50350000,21348685.00000000
1741363200000,2.50350000,2.51020000,2.38390000,2.43290000,47499261.00000000
1741366800000,2.43290000,2.47610000,2.39830000,2.44660000,22580279.00000000
1741370400000,2.44670000,2.51840000,2.43620000,2.50730000,13215897.00000000
1741374000000,2.50730000,2.52340000,2.45760000,2.48290000,11969453.00000000
1741377600000,2.48300000,2.53470000,2.44200000,2.46830000,17832265.00000000
1741381200000,2.46820000,2.47150000,2.37600000,2.39750000,32183594.00000000
1741384800000,2.39740000,2.40340000,2.34350000,2.39620000,16677686.00000000
1741388400000,2.39630000,2.39670000,2.35630000,2.38550000,11098023.00000000
1741392000000,2.38550000,2.41060000,2.36780000,2.40600000,8267120.00000000
1741395600000,2.40590000,2.40890000,2.33850000,2.36770000,9032855.00000000
1741399200000,2.36760000,2.37340000,2.35620000,2.36040000,4876162.00000000
1741402800000,2.36050000,2.36070000,2.32740000,2.34350000,9987558.00000000
1741406400000,2.34350000,2.37580000,2.33170000,2.36830000,5678737.00000000
1741410000000,2.36840000,2.36950000,2.33980000,2.34900000,4154741.00000000
1741413600000,2.34890000,2.36300000,2.34760000,2.35920000,3046325.00000000
1741417200000,2.35910000,2.37470000,2.35700000,2.36200000,3068013.00000000
1741420800000,2.36190000,2.36880000,2.33750000,2.34100000,5173046.00000000
1741424400000,2.34100000,2.36210000,2.32000000,2.33050000,5266399.00000000
1741428000000,2.33020000,2.34970000,2.32980000,2.33980000,4284075.00000000
1741431600000,2.33990000,2.34030000,2.30130000,2.31640000,6163563.00000000
1741435200000,2.31640000,2.34320000,2.30630000,2.33430000,5252496.00000000
1741438800000,2.33430000,2.35700000,2.33140000,2.34760000,4601955.00000000
1741442400000,2.34770000,2.36600000,2.34230000,2.35070000,4634709.00000000
1741446000000,2.35060000,2.36560000,2.33610000,2.35130000,3417985.00000000
1741449600000,2.35130000,2.35530000,2.31210000,2.33620000,8058121.00000000
1741453200000,2.33610000,2.35240000,2.31060000,2.34800000,4777249.00000000
1741456800000,2.34800000,2.35570000,2.32950000,2.33890000,2464292.00000000
1741460400000,2.33900000,2.36000000,2.32820000,2.35600000,3337811.00000000
1741464000000,2.35600000,2.35890000,2.33950000,2.34620000,2186889.00000000
1741467600000,2.34610000,2.36350000,2.34510000,2.34950000,2238486.00000000
1741471200000,2.34950000,2.35330000,2.32710000,2.34250000,4574515.00000000
1741474800000,2.34260000,2.34530000,2.31360000,2.32610000,4497842.00000000
1741478400000,2.32620000,2.34980000,2.31490000,2.34320000,4048590.00000000
1741482000000,2.34320000,2.35100000,2.32130000,2.32580000,2908093.00000000
1741485600000,2.32580000,2.33360000,2.31040000,2.31180000,4067652.00000000
1741489200000,2.31180000,2.33060000,2.30550000,2.32270000,3014974.00000000
1741492800000,2.32280000,2.33170000,2.31730000,2.32950000,2825530.00000000
1741496400000,2.32960000,2.34300000,2.32370000,2.33290000,3923644.00000000
1741500000000,2.33300000,2.33340000,2.31100000,2.32040000,2774444.00000000
1741503600000,2.32040000,2.34390000,2.31580000,2.33930000,3045134.00000000
1741507200000,2.33920000,2.34160000,2.31580000,2.31910000,3696095.00000000
1741510800000,2.31910000,2.32380000,2.29390000,2.29860000,8303731.00000000
1741514400000,2.29870000,2.30130000,2.23990000,2.24990000,20108030.00000000
1741518000000,2.24990000,2.26440000,2.24660000,2.25470000,8885862.00000000
1741521600000,2.25470000,2.25630000,2.22510000,2.23830000,11105783.00000000
1741525200000,2.23830000,2.24260000,2.16370000,2.16860000,20538074.00000000
1741528800000,2.16870000,2.21200000,2.16750000,2.21150000,14757217.00000000
1741532400000,2.21150000,2.21960000,2.17300000,2.18530000,13865865.00000000
1741536000000,2.18520000,2.19750000,2.13170000,2.13530000,30126947.00000000
1741539600000,2.13540000,2.16200000,2.10220000,2.10480000,19470343.00000000
1741543200000,2.10490000,2.14460000,2.08300000,2.12560000,25234142.00000000
1741546800000,2.12560000,2.18100000,2.11530000,2.16390000,20405701.00000000
1741550400000,2.16400000,2.20620000,2.15780000,2.19460000,14663256.00000000
1741554000000,2.19460000,2.20180000,2.16220000,2.16850000,11052154.00000000
1741557600000,2.16850000,2.16850000,2.12810000,2.13300000,13951522.00000000
1741561200000,2.13300000,2.15600000,2.11790000,2.13870000,13938269.00000000
1741564800000,2.13880000,2.17610000,2.08720000,2.16550000,24045719.00000000
1741568400000,2.16550000,2.19770000,2.15040000,2.16860000,14303325.00000000
1741572000000,2.16860000,2.20130000,2.16150000,2.18260000,10401583.00000000
1741575600000,2.18270000,2.18630000,2.16150000,2.17020000,6463375.00000000
1741579200000,2.17020000,2.19660000,2.16830000,2.19490000,6288777.00000000
1741582800000,2.19490000,2.20370000,2.18700000,2.19460000,8398276.00000000
1741586400000,2.19470000,2.19870000,2.16870000,2.17940000,9138302.00000000
1741590000000,2.17940000,2.19400000,2.15840000,2.18430000,9200913.00000000
1741593600000,2.18440000,2.18580000,2.12910000,2.13710000,12136988.00000000
1741597200000,2.13710000,2.26130000,2.13630000,2.18270000,31929210.00000000
1741600800000,2.18270000,2.19250000,2.15010000,2.18010000,11436100.00000000
1741604400000,2.18020000,2.22040000,2.17570000,2.21380000,11222695.00000000
1741608000000,2.21390000,2.22600000,2.18910000,2.20470000,9845438.00000000
1741611600000,2.20480000,2.20890000,2.14370000,2.15110000,14107167.00000000
1741615200000,2.15110000,2.15110000,2.06690000,2.09290000,39790371.00000000
1741618800000,2.09280000,2.15330000,2.08420000,2.11870000,20663996.00000000
1741622400000,2.11880000,2.12870000,2.07570000,2.09190000,14076220.00000000
1741626000000,2.09190000,2.11230000,2.02110000,2.05060000,31273027.00000000
1741629600000,2.05050000,2.08790000,1.99500000,2.00110000,30003583.00000000
1741633200000,2.00110000,2.09630000,1.99250000,2.07660000,31469178.00000000
1741636800000,2.07670000,2.08930000,2.04510000,2.07530000,15867238.00000000
1741640400000,2.07520000,2.09230000,2.06020000,2.07280000,8788667.00000000
1741644000000,2.07280000,2.08410000,2.02570000,2.04720000,10350052.00000000
1741647600000,2.04730000,2.06120000,2.01260000,2.02160000,10023431.00000000
1741651200000,2.02160000,2.04960000,1.90000000,1.95450000,47929088.00000000
1741654800000,1.95440000,2.02740000,1.90400000,2.02700000,34083118.00000000
1741658400000,2.02690000,2.06460000,2.01510000,2.03570000,18079403.00000000
1741662000000,2.03570000,2.06460000,2.03200000,2.04620000,6930292.00000000
1741665600000,2.04610000,2.08610000,2.04180000,2.07370000,9883092.00000000
1741669200000,2.07360000,2.13140000,2.06940000,2.10100000,17915764.00000000
1741672800000,2.10100000,2.12450000,2.08080000,2.08390000,9776367.00000000
1741676400000,2.08400000,2.11150000,2.08170000,2.09520000,7991124.00000000
1741680000000,2.09520000,2.13690000,2.09000000,2.12060000,12310520.00000000
1741683600000,2.12050000,2.14950000,2.11910000,2.12880000,9798099.00000000
1741687200000,2.12880000,2.15440000,2.12420000,2.14700000,7322866.00000000
1741690800000,2.14690000,2.16460000,2.12680000,2.15600000,8107794.00000000
1741694400000,2.15590000,2.16070000,2.10000000,2.11130000,17056598.00000000
1741698000000,2.11120000,2.15500000,2.08450000,2.11350000,28501155.00000000
1741701600000,2.11350000,2.12980000,2.05590000,2.07660000,34226599.00000000
1741705200000,2.07680000,2.14560000,2.07280000,2.13580000,22787356.00000000
1741708800000,2.13580000,2.14550000,2.10720000,2.12460000,12380957.00000000
1741712400000,2.12450000,2.12750000,2.08000000,2.10020000,11309318.00000000
1741716000000,2.10010000,2.19960000,2.09910000,2.18170000,24196788.00000000
1741719600000,2.18160000,2.21380000,2.17430000,2.20860000,15163936.00000000
1741723200000,2.20870000,2.21060000,2.17620000,2.19260000,9063648.00000000
1741726800000,2.19270000,2.21060000,2.18200000,2.19400000,5683095.00000000
1741730400000,2.19390000,2.20480000,2.18670000,2.19480000,4692476.00000000
1741734000000,2.19470000,2.19630000,2.16330000,2.17110000,7230791.00000000
1741737600000,2.17100000,2.19830000,2.16000000,2.18120000,9367537.00000000
1741741200000,2.18130000,2.24640000,2.17740000,2.23010000,12290771.00000000
1741744800000,2.23020000,2.24500000,2.18910000,2.19580000,10371927.00000000
1741748400000,2.19570000,2.20970000,2.16550000,2.16820000,8193119.00000000
1741752000000,2.16810000,2.16970000,2.14320000,2.15860000,13357492.00000000
1741755600000,2.15870000,2.18730000,2.15600000,2.18270000,6462397.00000000
1741759200000,2.18280000,2.18630000,2.14540000,2.15990000,7549685.00000000
1741762800000,2.15990000,2.19430000,2.15860000,2.18870000,6902502.00000000
1741766400000,2.18860000,2.23720000,2.18540000,2.22250000,13214191.00000000
1741770000000,2.22260000,2.23190000,2.19000000,2.20350000,11996583.00000000
1741773600000,2.20350000,2.20870000,2.16770000,2.17900000,7239959.00000000
1741777200000,2.17890000,2.21560000,2.17880000,2.21430000,4780624.00000000
1741780800000,2.21430000,2.27690000,2.19670000,2.25170000,28979151.00000000
1741784400000,2.25160000,2.26050000,2.17740000,2.18880000,19919900.00000000
1741788000000,2.18880000,2.19750000,2.15240000,2.16760000,15253814.00000000
1741791600000,2.16770000,2.23500000,2.13330000,2.20380000,27339808.00000000
1741795200000,2.20370000,2.25440000,2.18850000,2.20070000,26182484.00000000
1741798800000,2.20080000,2.23530000,2.19690000,2.20690000,10664191.00000000
1741802400000,2.20700000,2.24560000,2.20370000,2.23260000,7033108.00000000
1741806000000,2.23250000,2.24680000,2.21950000,2.23790000,8873636.00000000
1741809600000,2.23790000,2.24240000,2.22250000,2.22940000,5310786.00000000
1741813200000,2.22940000,2.24040000,2.21200000,2.22010000,4895738.00000000
1741816800000,2.22020000,2.24000000,2.21780000,2.22940000,5626989.00000000
1741820400000,2.22950000,2.24330000,2.22140000,2.23960000,5754018.00000000
1741824000000,2.23950000,2.25290000,2.22620000,2.23350000,7244629.00000000
1741827600000,2.23350000,2.25600000,2.22690000,2.24920000,5280437.00000000
1741831200000,2.24920000,2.25880000,2.23360000,2.23500000,5335735.00000000
1741834800000,2.23500000,2.25100000,2.23200000,2.24080000,4414278.00000000
1741838400000,2.24070000,2.24600000,2.22100000,2.23020000,6038279.00000000
1741842000000,2.23030000,2.25390000,2.22880000,2.23480000,5360827.00000000
1741845600000,2.23480000,2.23810000,2.21760000,2.22920000,6634377.00000000
1741849200000,2.22930000,2.24180000,2.22370000,2.23400000,5894823.00000000
1741852800000,2.23400000,2.24440000,2.21370000,2.23230000,5725334.00000000
1741856400000,2.23240000,2.28890000,2.23200000,2.28050000,15075898.00000000
1741860000000,2.28050000,2.28150000,2.25030000,2.26870000,8936644.00000000
1741863600000,2.26860000,2.28420000,2.25980000,2.28410000,6932179.00000000
1741867200000,2.28410000,2.34280000,2.27510000,2.29350000,29755249.00000000
1741870800000,2.29340000,2.34700000,2.27420000,2.28350000,24351329.00000000
1741874400000,2.28350000,2.33690000,2.27660000,2.32050000,19624471.00000000
1741878000000,2.32040000,2.32710000,2.27660000,2.28790000,15489085.00000000
1741881600000,2.28800000,2.30860000,2.25540000,2.27090000,15188363.00000000
1741885200000,2.27090000,2.27340000,2.21510000,2.22190000,18220304.00000000
1741888800000,2.22190000,2.27380000,2.21980000,2.26270000,11162506.00000000
1741892400000,2.26270000,2.26540000,2.22920000,2.23870000,6242979.00000000
1741896000000,2.23870000,2.26030000,2.21870000,2.22130000,5142887.00000000
1741899600000,2.22120000,2.23780000,2.21850000,2.23780000,3701814.00000000
1741903200000,2.23780000,2.26890000,2.23250000,2.26770000,6554164.00000000
1741906800000,2.26770000,2.27610000,2.24430000,2.25270000,5590002.00000000
1741910400000,2.25260000,2.27480000,2.23710000,2.26510000,6627542.00000000
1741914000000,2.26520000,2.27780000,2.25380000,2.26610000,5981390.00000000
1741917600000,2.26600000,2.30080000,2.26120000,2.29550000,16052300.00000000
1741921200000,2.29550000,2.29580000,2.27790000,2.29110000,10867188.00000000
1741924800000,2.29110000,2.29920000,2.28670000,2.29410000,4754172.00000000
1741928400000,2.29410000,2.30960000,2.28760000,2.30080000,5706172.00000000
1741932000000,2.30080000,2.32000000,2.27990000,2.28680000,14625545.00000000
1741935600000,2.28680000,2.30550000,2.28090000,2.29460000,4943435.00000000
1741939200000,2.29450000,2.31990000,2.29020000,2.30890000,6940153.00000000
1741942800000,2.30890000,2.32590000,2.30580000,2.31380000,4573884.00000000
1741946400000,2.31380000,2.33220000,2.30500000,2.32180000,5738331.00000000
1741950000000,2.32170000,2.32380000,2.31140000,2.31650000,4167648.00000000
1741953600000,2.31660000,2.32080000,2.29650000,2.30670000,5648879.00000000
1741957200000,2.30680000,2.34640000,2.30070000,2.33640000,13510763.00000000
1741960800000,2.33630000,2.34300000,2.30870000,2.33330000,21408013.00000000
1741964400000,2.33330000,2.38930000,2.33320000,2.35830000,24373097.00000000
1741968000000,2.35820000,2.36830000,2.34170000,2.36800000,9463240.00000000
1741971600000,2.36800000,2.37230000,2.33770000,2.34650000,6486882.00000000
1741975200000,2.34640000,2.35780000,2.33590000,2.34900000,4794676.00000000
1741978800000,2.34890000,2.36360000,2.34320000,2.35510000,3548358.00000000
1741982400000,2.35500000,2.35830000,2.33130000,2.34770000,4636953.00000000
1741986000000,2.34780000,2.35400000,2.33230000,2.35360000,3576354.00000000
1741989600000,2.35360000,2.37270000,2.34490000,2.36830000,5498150.00000000
1741993200000,2.36840000,2.36890000,2.35300000,2.35640000,3363344.00000000
1741996800000,2.35640000,2.38800000,2.35250000,2.38000000,5960586.00000000
1742000400000,2.38000000,2.39890000,2.37660000,2.39070000,5598724.00000000
1742004000000,2.39070000,2.41070000,2.38360000,2.40290000,6039724.00000000
1742007600000,2.40300000,2.43050000,2.39990000,2.42470000,9314953.00000000
1742011200000,2.42470000,2.47510000,2.42470000,2.46520000,12356300.00000000
1742014800000,2.46510000,2.46740000,2.42630000,2.42650000,9680651.00000000
1742018400000,2.42650000,2.44110000,2.41190000,2.41690000,11378871.00000000
1742022000000,2.41680000,2.42050000,2.37340000,2.39300000,14204836.00000000
1742025600000,2.39290000,2.41830000,2.38600000,2.41230000,7284261.00000000
1742029200000,2.41230000,2.41240000,2.39720000,2.41130000,5469381.00000000
1742032800000,2.41130000,2.41300000,2.39820000,2.40930000,3584188.00000000
1742036400000,2.40940000,2.42600000,2.40200000,2.42520000,5193167.00000000
1742040000000,2.42530000,2.44250000,2.41480000,2.42710000,5049665.00000000
1742043600000,2.42700000,2.45390000,2.42680000,2.44580000,6138719.00000000
1742047200000,2.44570000,2.44580000,2.41320000,2.42340000,7611550.00000000
1742050800000,2.42340000,2.43860000,2.42080000,2.42620000,4025854.00000000
1742054400000,2.42610000,2.42810000,2.40790000,2.41140000,4795395.00000000
1742058000000,2.41130000,2.42100000,2.40900000,2.41840000,3663092.00000000
1742061600000,2.41840000,2.42190000,2.39410000,2.40630000,4663110.00000000
1742065200000,2.40630000,2.40640000,2.39350000,2.40150000,4260863.00000000
1742068800000,2.40150000,2.41830000,2.40040000,2.41090000,3637556.00000000
1742072400000,2.41090000,2.41870000,2.40970000,2.41350000,2329521.00000000
1742076000000,2.41350000,2.41620000,2.39580000,2.40260000,3361486.00000000
1742079600000,2.40250000,2.40310000,2.38260000,2.39110000,4454483.00000000
1742083200000,2.39110000,2.40710000,2.37790000,2.40340000,5135142.00000000
1742086800000,2.40330000,2.41090000,2.37710000,2.37910000,4799603.00000000
1742090400000,2.37900000,2.38320000,2.36270000,2.37100000,7941861.00000000
1742094000000,2.37110000,2.38590000,2.36800000,2.38240000,3052029.00000000
1742097600000,2.38250000,2.39380000,2.38080000,2.38480000,2568298.00000000
1742101200000,2.38490000,2.39380000,2.38110000,2.39270000,1696760.00000000
1742104800000,2.39270000,2.39600000,2.38810000,2.38920000,1808583.00000000
1742108400000,2.38920000,2.38970000,2.36800000,2.38090000,4453570.00000000
1742112000000,2.38080000,2.38510000,2.37110000,2.37720000,2417628.00000000
1742115600000,2.37730000,2.37790000,2.33740000,2.35160000,8836028.00000000
1742119200000,2.35150000,2.35950000,2.34210000,2.34810000,4983206.00000000
1742122800000,2.34810000,2.35050000,2.28750000,2.29810000,19888201.00000000
1742126400000,2.29810000,2.32210000,2.29550000,2.30670000,8138640.00000000
1742130000000,2.30670000,2.32120000,2.26770000,2.27540000,13619071.00000000
1742133600000,2.27530000,2.30300000,2.27240000,2.30200000,6993728.00000000
1742137200000,2.30190000,2.30690000,2.28290000,2.29610000,5716784.00000000
1742140800000,2.29600000,2.35200000,2.29320000,2.31700000,17209433.00000000
1742144400000,2.31690000,2.33170000,2.30720000,2.32090000,6010073.00000000
1742148000000,2.32100000,2.33420000,2.31020000,2.31980000,3377908.00000000
1742151600000,2.31980000,2.32070000,2.28400000,2.29480000,7101078.00000000
1742155200000,2.29480000,2.31250000,2.29280000,2.30900000,2640327.00000000
1742158800000,2.30890000,2.32080000,2.29770000,2.30390000,3977392.00000000
1742162400000,2.30380000,2.31180000,2.28450000,2.28980000,5057095.00000000
1742166000000,2.28980000,2.30570000,2.28280000,2.29380000,4552319.00000000
1742169600000,2.29380000,2.33640000,2.29150000,2.32890000,6274107.00000000
1742173200000,2.32880000,2.34550000,2.31760000,2.33590000,5954856.00000000
1742176800000,2.33590000,2.34600000,2.33140000,2.34220000,3324358.00000000
1742180400000,2.34210000,2.35820000,2.34170000,2.35510000,4518412.00000000
1742184000000,2.35510000,2.37000000,2.34940000,2.35280000,5623260.00000000
1742187600000,2.35270000,2.35270000,2.32780000,2.32830000,5550867.00000000
1742191200000,2.32840000,2.33740000,2.30700000,2.32940000,7045066.00000000
1742194800000,2.32950000,2.34390000,2.32810000,2.33630000,4540109.00000000
1742198400000,2.33640000,2.35250000,2.32010000,2.34640000,4712939.00000000
1742202000000,2.34640000,2.35570000,2.34060000,2.34780000,4389815.00000000
1742205600000,2.34770000,2.34950000,2.32940000,2.33080000,4313904.00000000
1742209200000,2.33080000,2.34410000,2.32370000,2.33870000,3315401.00000000
1742212800000,2.33870000,2.36790000,2.33170000,2.33270000,12002547.00000000
1742216400000,2.33270000,2.34560000,2.31830000,2.32420000,7495055.00000000
1742220000000,2.32410000,2.33510000,2.30690000,2.32270000,7320618.00000000
1742223600000,2.32280000,2.35200000,2.31110000,2.34460000,7530182.00000000
1742227200000,2.34460000,2.35580000,2.33020000,2.34170000,5877943.00000000
1742230800000,2.34160000,2.36070000,2.33860000,2.35580000,6198589.00000000
1742234400000,2.35570000,2.37880000,2.34720000,2.37380000,9427433.00000000
1742238000000,2.37380000,2.37760000,2.35910000,2.36010000,4146713.00000000
1742241600000,2.36020000,2.36280000,2.34470000,2.34860000,4589452.00000000
1742245200000,2.34870000,2.35690000,2.33710000,2.34260000,3867032.00000000
1742248800000,2.34260000,2.35020000,2.33720000,2.34790000,2873973.00000000
1742252400000,2.34790000,2.34810000,2.33460000,2.33820000,3030865.00000000
1742256000000,2.33810000,2.33990000,2.31400000,2.32360000,5874209.00000000
1742259600000,2.32360000,2.33000000,2.28030000,2.29150000,12237141.00000000
1742263200000,2.29150000,2.30820000,2.28850000,2.29970000,6957263.00000000
1742266800000,2.29960000,2.29960000,2.27420000,2.28600000,10368066.00000000
1742270400000,2.28610000,2.29620000,2.27700000,2.28160000,5992129.00000000
1742274000000,2.28160000,2.30150000,2.28070000,2.28990000,4414399.00000000
1742277600000,2.28990000,2.29250000,2.24320000,2.25260000,14573343.00000000
1742281200000,2.25250000,2.28970000,2.25140000,2.28940000,8697777.00000000
1742284800000,2.28940000,2.30520000,2.28450000,2.29500000,5575724.00000000
1742288400000,2.29500000,2.29760000,2.27420000,2.27690000,3608823.00000000
1742292000000,2.27700000,2.28460000,2.26320000,2.27240000,7526952.00000000
1742295600000,2.27250000,2.27610000,2.26000000,2.26190000,4626605.00000000
1742299200000,2.26190000,2.26800000,2.24570000,2.24780000,7429002.00000000
1742302800000,2.24780000,2.26000000,2.22500000,2.23430000,12751996.00000000
1742306400000,2.23420000,2.26450000,2.23100000,2.25820000,10375030.00000000
